state,agency_type,agency_name,population_1,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society,assault_offenses,aggravated_assault,simple_assault,intimidation,homicide_offenses,murder_and_nonnegligent_manslaughter,negligent_man_slaughter,justifiable_homicide,human_trafficking_offenses,commercial_sex_acts,involuntary_servitude,kidnapping_abduction,sex_offenses,rape,sodomy,sexual_assault_with_an_object,fondling,incest,statutory_rape,arson,bribery,burglary_breaking_&_entering,counter_feiting_forgery,destruction_damage_vandalism_of_property,embezzle_ment,extortion_blackmail,fraud_offenses,false_pretenses_swindle_confidence_game,credit_card_automated_teller_machine_fraud,imper_sonation,welfare_fraud,wire_fraud,identity_theft,hacking_computer_invasion,larceny_theft_offenses,pocket_picking,purse_snatching,shop_lifting,theft_from_building,theft_from_coin_op_erated_machine_or_device,theft_from_motor_vehicle,theft_of_motor_vehicle_parts_or_acces_sories,all_other_larceny,motor_vehicle_theft,robbery,stolen_property_offenses,animal_cruelty,drug_narcotic_offenses,drug_narcotic_violations,drug_equipment_violations,gambling_offenses,betting_wagering,operating_promoting_assisting_gambling,gambling_equipment_violations,sports_tampering,por_nography_obscene_material,pros_titution_offenses,pros_titution,assisting_or_promoting_prostitution,purchasing_prostitution,weapon_law_violations
,,Rutledge,1362,43,5,34,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,7,8,0,4,0,5,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
,,Saltillo,536,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Savannah,6928,1078,271,560,247,254,58,153,43,0,0,0,0,0,0,0,1,16,4,2,0,10,0,0,3,0,57,15,71,13,1,79,47,18,2,0,12,0,0,287,0,0,111,68,2,21,19,66,21,1,12,4,219,137,82,0,0,0,0,0,1,0,0,0,0,23
,,Scotts Hill,978,23,11,11,1,8,2,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Selmer,4289,351,89,157,105,85,24,51,10,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,19,10,28,0,0,10,5,1,0,0,4,0,0,81,0,1,33,21,0,11,8,7,8,0,0,0,103,68,35,0,0,0,0,0,0,0,0,0,0,2
,,Sevierville,17395,2409,479,1205,725,446,97,265,84,2,2,0,0,0,0,0,12,19,5,0,3,11,0,0,0,0,61,63,151,17,0,219,127,50,32,0,7,3,0,572,1,1,318,57,5,56,43,91,71,3,48,7,636,347,289,0,0,0,0,0,9,1,0,1,0,72
,,Sharon,911,22,4,15,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,1,0,0,1,0,0,5,0,0,1,1,0,2,0,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
,,Shelbyville,22306,1817,665,900,252,627,168,394,65,2,2,0,0,0,0,0,4,32,14,0,0,16,0,2,3,0,73,43,175,2,0,108,52,35,14,0,3,4,0,436,0,0,127,76,1,67,15,150,51,8,1,2,225,135,90,0,0,0,0,0,5,4,1,2,1,16
,,Signal Mountain,8644,115,5,90,20,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,1,0,18,10,3,3,0,2,0,0,50,0,0,0,5,0,22,6,17,9,0,0,0,19,10,9,0,0,0,0,0,0,0,0,0,0,1
,,Smithville,4929,285,60,197,28,57,20,32,5,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,17,13,34,0,0,32,14,8,1,0,9,0,0,93,0,0,25,13,1,19,7,28,3,1,1,0,28,20,8,0,0,0,0,0,0,0,0,0,0,0
,,Smyrna,52984,4141,1054,1914,1173,965,160,559,246,2,2,0,0,0,0,0,50,37,9,1,0,21,0,6,4,0,157,77,292,0,0,230,72,39,107,1,11,0,0,1002,0,0,355,5,0,162,39,441,103,34,15,2,1093,641,452,0,0,0,0,0,5,7,7,0,0,66
,,Soddy-Daisy,13697,747,85,496,166,79,18,52,9,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,73,18,56,6,0,40,20,10,5,0,5,0,0,258,0,0,76,33,1,81,13,54,34,3,5,2,149,87,62,0,0,0,0,0,1,0,0,0,0,14
,,Somerville,3282,224,62,91,71,62,26,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,21,3,0,11,1,3,3,0,1,3,0,39,1,0,11,6,1,10,2,8,4,1,0,0,69,40,29,0,0,0,0,0,0,0,0,0,0,2
,,South Carthage,1408,46,16,24,6,16,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,0,0,1,1,0,0,0,0,0,0,7,0,0,0,3,0,1,0,3,2,1,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
,,South Fulton,2195,211,54,70,87,52,5,39,8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12,1,21,0,0,4,1,1,2,0,0,0,0,26,7,0,0,2,0,7,0,10,3,1,2,0,87,59,28,0,0,0,0,0,0,0,0,0,0,0
,,South Pittsburg,3022,55,11,21,23,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,4,1,1,1,0,3,3,0,0,0,23,17,6,0,0,0,0,0,0,0,0,0,0,0
,,Sparta,4960,367,76,206,85,70,6,56,8,0,0,0,0,0,0,0,2,4,0,0,0,3,0,1,2,0,20,6,26,1,0,21,6,6,6,0,1,1,1,117,0,0,57,24,2,11,9,14,12,0,1,0,84,45,39,0,0,0,0,0,0,0,0,0,0,1
,,Spencer,1700,79,4,22,53,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,4,2,2,0,0,0,0,0,9,0,0,5,2,0,0,0,2,2,0,0,0,53,27,26,0,0,0,0,0,0,0,0,0,0,0
,,Spring City,1850,133,37,62,34,35,5,21,9,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,4,12,0,0,4,3,1,0,0,0,0,0,25,0,0,7,3,1,4,2,8,6,1,1,0,33,26,7,0,0,0,0,0,0,0,0,0,0,1
,,Springfield,17372,1363,444,627,292,429,98,277,54,3,3,0,0,0,0,0,3,9,5,0,0,3,0,1,2,0,26,16,150,3,0,34,7,22,4,0,1,0,0,323,0,0,155,52,0,52,11,53,42,18,13,0,263,158,105,0,0,0,0,0,0,0,0,0,0,29
,,Spring Hill,45765,1331,308,664,359,285,57,174,54,3,3,0,0,0,0,0,2,18,11,1,0,5,0,1,0,0,36,24,96,6,4,129,49,32,34,0,10,2,2,345,0,0,193,31,0,77,1,43,14,3,7,3,312,211,101,0,0,0,0,0,13,8,0,4,4,23
,,St. Joseph,833,34,3,11,20,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,0,0,0,1,0,3,0,0,0,2,0,0,0,1,2,0,0,0,20,11,9,0,0,0,0,0,0,0,0,0,0,0
,,Surgoinsville,1755,23,3,20,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,1,0,0,0,0,0,10,0,0,0,6,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Sweetwater,5904,601,140,392,69,134,39,79,16,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,2,46,11,46,2,0,58,43,11,3,0,1,0,0,191,0,1,75,24,0,41,16,34,32,1,3,0,68,40,28,0,0,0,0,0,0,0,0,0,0,1
,,Tazewell,2281,288,53,89,146,50,10,37,3,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,11,4,12,1,0,9,6,2,1,0,0,0,0,45,0,0,7,18,0,7,3,10,7,0,0,0,146,91,55,0,0,0,0,0,0,0,0,0,0,0
,,Tellico Plains,915,45,12,14,19,12,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,18,12,6,0,0,0,0,0,0,0,0,0,0,1
,,Tiptonville,3920,88,35,45,8,34,8,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0,11,3,0,2,0,1,0,0,1,0,0,15,0,0,4,6,1,0,3,1,3,1,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,1
,,Toone,330,11,6,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Townsend,467,39,11,21,7,11,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,1,0,0,0,0,10,0,0,2,0,0,0,1,7,1,0,1,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0
,,Tracy City,1391,103,21,51,31,20,1,16,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,15,0,0,1,0,1,0,0,0,0,0,25,0,0,2,7,1,0,1,14,5,0,0,0,29,19,10,0,0,0,0,0,0,0,0,0,0,2
,,Trenton,4168,532,270,233,29,263,41,138,84,0,0,0,0,0,0,0,0,7,3,0,0,2,1,1,0,0,11,19,57,0,0,8,2,2,4,0,0,0,0,123,0,0,3,9,0,8,2,101,11,4,0,0,29,19,10,0,0,0,0,0,0,0,0,0,0,0
,,Trezevant,834,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Trimble,609,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Troy,1313,39,15,16,8,14,2,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,3,0,2,1,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0
,,Tullahoma,19664,1955,587,881,487,559,122,329,108,2,2,0,0,0,0,0,8,18,9,0,0,9,0,0,7,0,81,23,202,3,1,97,69,11,17,0,0,0,0,419,1,0,161,81,1,66,29,80,35,6,7,2,426,259,167,0,0,0,0,0,10,0,0,0,0,49
,,Tusculum,2692,53,9,26,18,7,1,5,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1,3,0,0,3,0,3,0,0,0,0,0,11,4,0,0,0,0,1,0,6,2,1,2,0,17,7,10,0,0,0,0,0,0,0,0,0,0,1
,,Unicoi,3592,69,9,27,33,8,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,3,0,0,3,0,1,2,0,0,0,0,13,0,0,9,1,0,1,0,2,4,0,0,0,32,15,17,0,0,0,0,0,0,0,0,0,0,1
,,Union City,10263,1276,331,726,219,309,78,209,22,3,1,2,0,0,0,0,3,16,7,1,2,4,0,2,3,0,80,33,149,10,1,37,11,17,1,0,0,8,0,358,0,0,68,22,0,77,3,188,43,6,6,16,180,122,58,0,0,0,0,0,0,0,0,0,0,23
,,Vonore,1559,223,53,104,66,52,14,14,24,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9,13,13,0,0,18,8,9,1,0,0,0,0,43,0,0,9,7,0,9,4,14,6,1,0,0,66,36,30,0,0,0,0,0,0,0,0,0,0,0
,,Wartburg,924,72,14,26,32,12,2,9,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,7,1,9,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,1,0,0,0,1,0,0,0,31,18,13,0,0,0,0,0,0,0,0,0,0,1
,,Wartrace,700,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Watertown,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Waverly,4154,299,28,93,178,26,14,11,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,5,3,17,4,0,23,12,9,2,0,0,0,0,34,0,0,13,6,0,4,4,7,7,0,0,0,174,85,89,0,0,0,0,0,0,0,0,0,0,4
,,Waynesboro,2417,85,16,39,30,16,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,2,0,0,1,0,0,1,0,15,0,0,4,7,0,2,0,2,5,0,0,0,29,20,9,0,0,0,0,0,0,0,0,0,0,1
,,Westmoreland,2421,48,10,7,31,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,31,19,12,0,0,0,0,0,0,0,0,0,0,0
,,White Bluff,3706,105,38,55,12,37,8,24,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,3,12,0,0,6,2,2,2,0,0,0,0,24,0,0,5,1,0,3,3,12,4,1,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0
,,White House,12936,813,134,257,422,123,19,63,41,0,0,0,0,0,0,0,1,10,5,0,0,4,0,1,2,0,15,7,54,2,0,44,17,7,14,0,0,6,0,114,0,0,36,32,0,15,2,29,13,2,4,0,415,225,190,0,0,0,0,0,1,0,0,0,0,6
,,White Pine,2353,157,23,83,51,22,3,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,9,13,2,0,7,2,2,3,0,0,0,0,44,0,0,21,4,0,4,0,15,4,0,0,0,50,29,21,0,0,0,0,0,0,0,0,0,0,1
,,Whiteville,4436,81,27,41,13,24,12,8,4,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,8,1,11,0,0,1,1,0,0,0,0,0,0,18,1,0,2,6,0,6,0,3,2,0,0,0,13,8,5,0,0,0,0,0,0,0,0,0,0,0
,,Whitwell,1731,64,15,41,8,14,5,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,2,0,0,1,1,0,0,0,21,5,0,1,5,0,0,4,6,11,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0
,,Winchester,9029,779,181,470,128,171,41,98,32,2,0,0,2,0,0,0,6,2,2,0,0,0,0,0,2,0,42,7,72,3,1,98,61,26,3,0,8,0,0,230,0,0,134,33,0,13,10,40,14,1,0,0,116,65,51,0,0,0,0,0,1,0,0,0,0,11
,,Woodbury,2919,96,20,38,38,20,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,1,0,4,1,2,1,0,0,0,0,12,0,0,4,4,0,1,0,3,2,1,0,0,37,20,17,0,0,0,0,0,0,0,0,0,0,1
,Universities and Colleges,Austin Peay State University,12707,87,16,28,43,14,2,12,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,7,0,0,1,0,1,0,0,0,0,0,14,0,0,0,3,0,4,2,5,1,1,0,0,42,31,11,0,0,0,0,0,0,0,0,0,0,1
,,Chattanooga State Community College,10630,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Christian Brothers University,2330,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Cleveland State Community College,4284,6,2,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Columbia State Community College,8199,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,East Tennessee State University,16350,137,15,101,21,12,4,1,7,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,4,0,36,3,1,23,17,1,2,0,1,0,2,31,0,0,0,11,0,4,4,12,2,0,0,0,21,13,8,0,0,0,0,0,0,0,0,0,0,0
,,Jackson State Community College,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Lincoln Memorial University,5587,12,4,4,4,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1
,,Middle Tennessee State University,25239,214,25,90,99,20,1,10,9,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,0,9,0,35,1,1,2,0,0,0,0,2,0,0,41,0,0,0,22,1,6,0,12,1,0,0,0,99,68,31,0,0,0,0,0,0,0,0,0,0,0
,,Motlow State Community College,8577,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Nashville State Community College,11161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Northeast State Community College,7465,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Pellissippi State Community College,15089,18,3,15,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,6,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Roane State Community College,7178,12,2,9,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Southwest Tennessee Community College,13176,13,2,11,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Tennessee State University,8723,82,19,34,29,17,0,10,7,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,10,0,0,4,1,2,1,0,0,0,0,15,0,0,0,14,0,0,0,1,2,0,0,0,29,17,12,0,0,0,0,0,0,0,0,0,0,0
,,Tennessee Technological University,11154,117,8,93,16,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,2,2,0,0,0,0,0,0,69,0,0,0,21,0,23,3,22,2,0,0,0,16,12,4,0,0,0,0,0,0,0,0,0,0,0
,,University of Memphis,24603,167,28,122,17,27,3,20,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,0,34,1,0,8,1,5,1,0,0,1,0,57,0,0,2,17,1,15,10,12,5,2,0,0,17,8,9,0,0,0,0,0,0,0,0,0,0,0
,,"University of Tennessee, Chattanooga",12718,341,25,187,129,24,1,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16,13,28,0,3,19,13,1,5,0,0,0,0,103,0,0,1,11,5,60,4,22,3,1,0,0,128,65,63,0,0,0,0,0,0,0,0,0,0,1
,,"University of Tennessee, Health Science Center",3412,68,15,41,12,15,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,9,0,0,1,0,0,1,0,0,0,0,20,0,0,1,7,0,7,0,5,0,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0
,,"University of Tennessee, Knoxville",31477,307,26,165,116,21,1,8,12,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,0,16,1,30,0,2,8,0,6,2,0,0,0,0,94,0,0,2,18,1,28,5,40,11,1,2,0,105,58,47,0,0,0,0,0,1,0,0,0,0,10
,,"University of Tennessee, Martin",8264,30,11,18,1,6,0,2,4,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,9,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,,University of the South,2004,226,17,115,94,14,3,4,7,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,18,10,35,0,1,12,4,1,4,0,1,1,1,37,0,0,0,10,1,2,1,23,2,0,0,0,92,47,45,0,0,0,0,0,0,0,0,0,0,2
,,Vanderbilt University,13634,648,137,403,108,117,5,68,44,0,0,0,0,0,0,0,3,17,2,1,1,13,0,0,1,0,9,3,44,2,1,24,6,1,3,0,13,1,0,309,2,1,45,155,1,57,10,38,6,3,1,0,103,78,25,0,0,0,0,0,1,0,0,0,0,4
,,Volunteer State Community College,11772,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Walters State Community College,7739,7,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Metropolitan Counties,Anderson,,1562,504,714,344,475,109,259,107,1,1,0,0,0,0,0,11,17,8,0,0,8,0,1,14,0,127,10,135,3,1,47,21,11,12,0,2,1,0,258,0,0,8,71,1,42,37,99,80,3,36,0,339,161,178,0,0,0,0,0,2,0,0,0,0,3
,,Blount,,2979,1212,1339,428,1123,232,764,127,2,2,0,0,0,0,0,12,75,44,4,4,20,0,3,0,0,234,16,196,2,5,201,79,14,65,1,42,0,0,544,0,0,11,113,0,184,32,204,112,11,18,6,369,224,145,0,0,0,0,0,10,0,0,0,0,43
,,Bradley,,2393,793,1071,529,748,183,507,58,3,3,0,0,0,0,0,10,32,12,2,2,15,0,1,2,0,183,5,154,3,0,72,31,20,16,0,5,0,0,515,4,0,18,141,1,125,37,189,109,7,21,5,489,293,196,0,0,0,0,0,3,0,0,0,0,32
,,Campbell,,374,103,155,116,89,25,62,2,1,1,0,0,0,0,0,1,12,8,0,0,3,0,1,0,0,38,4,24,0,0,12,5,6,1,0,0,0,0,55,0,0,0,22,0,8,0,25,22,0,0,0,116,68,48,0,0,0,0,0,0,0,0,0,0,0
,,Cannon,,145,34,65,46,33,9,22,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20,1,7,0,0,5,2,2,1,0,0,0,0,20,0,0,0,1,0,5,6,8,11,0,0,0,46,22,24,0,0,0,0,0,0,0,0,0,0,0
,,Cheatham,,1369,384,449,536,359,87,220,52,0,0,0,0,0,0,0,8,17,3,1,4,7,0,2,4,0,49,19,98,1,0,31,4,5,20,0,2,0,0,181,0,0,8,64,0,36,25,48,45,1,20,2,476,314,162,0,0,0,0,0,1,2,1,0,1,55
,,Chester,,153,59,54,40,55,16,25,14,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,12,0,9,0,0,5,1,2,2,0,0,0,0,20,0,0,0,6,0,1,3,10,8,0,0,0,40,18,22,0,0,0,0,0,0,0,0,0,0,0
,,Crockett,,176,54,107,15,54,9,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,0,0,4,2,0,1,0,1,0,0,54,0,0,0,15,0,9,7,23,13,0,0,0,12,7,5,0,0,0,0,0,0,0,0,0,0,3
,,Dickson,,1168,376,498,294,324,97,168,59,0,0,0,0,0,0,0,5,47,13,2,0,32,0,0,8,0,80,12,90,1,2,65,41,13,8,0,3,0,0,186,0,0,14,40,0,31,6,95,48,3,3,0,271,174,97,0,0,0,0,0,6,0,0,0,0,17
,,Fayette,,419,134,237,48,130,59,64,7,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,30,1,57,0,0,26,7,0,19,0,0,0,0,85,0,0,0,23,0,25,4,33,34,4,0,0,38,29,9,0,0,0,0,0,0,0,0,0,0,10
,,Gibson,,697,226,255,216,210,50,119,41,2,2,0,0,0,0,0,6,8,3,1,0,2,2,0,1,0,51,1,56,0,1,26,20,2,3,0,1,0,0,87,0,0,1,13,0,16,4,53,25,6,1,5,200,126,74,0,0,0,0,0,0,0,0,0,0,11
,,Grainger,,531,169,250,112,166,62,88,16,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,2,0,32,7,35,0,0,14,5,3,6,0,0,0,0,124,0,0,2,17,0,15,1,89,33,1,2,0,108,69,39,0,0,0,0,0,0,0,0,0,0,4
,,Hamblen,,1327,386,626,315,357,92,201,64,0,0,0,0,0,0,0,6,23,6,3,3,9,0,2,6,0,97,6,102,4,1,78,42,13,14,0,9,0,0,244,1,0,9,73,1,42,22,96,82,3,3,5,245,160,85,0,0,0,0,0,8,0,0,0,0,57
,,Hartsville/Trousdale,,586,189,226,171,178,43,97,38,0,0,0,0,0,0,0,3,8,5,0,0,2,0,1,0,0,27,10,40,0,0,15,0,1,14,0,0,0,0,108,0,0,6,18,0,17,7,60,16,7,3,0,153,98,55,0,0,0,0,0,0,0,0,0,0,18
,,Hawkins,,1394,465,720,209,439,62,309,68,1,1,0,0,0,0,0,0,25,12,0,0,12,0,1,0,0,104,4,126,0,0,39,16,18,4,0,1,0,0,341,0,0,4,142,0,48,0,147,105,1,0,0,207,122,85,0,0,0,0,0,0,0,0,0,0,2
,,Jefferson,,1093,275,624,194,252,43,173,36,1,1,0,0,0,0,0,2,20,11,2,0,6,0,1,7,0,109,6,136,1,0,35,6,7,7,2,5,8,0,275,0,1,7,38,0,38,24,167,50,3,2,3,177,135,42,0,0,0,0,0,1,0,0,0,0,13
